CustomerID,Age,Gender,Region,PlanType,MonthlyCharges,TenureMonths,SupportTickets,AvgMonthlyUsageHours,ContractType,PaymentMethod,AutoPay,SatisfactionScore,LastLoginDays,ReferralCount,DeviceCount,Churn
C0621,38,Female,South,Basic,17.94,1,4,37.6,Monthly,Card,Yes,5,3,1,2,0
C0622,57,Female,Central,Basic,16.39,18,2,47.5,Monthly,Card,Yes,7,15,1,3,0
C0623,40,Male,North,Premium,NaN,13,1,44.2,Quarterly,Card,Yes,6,5,0,3,1
C0624,31,Female,,Standard,52.89,43,1,46.5,Yearly,Bank Transfer,Yes,"""""",6,2,2,0
C0625,23,Male,South,Basic,16.5,23,3,56,Yearly,Card,No,5,15,3,2,0
C0626,,Female,Central,Standard,44.07,14,3,"""48.3""",Yearly,Card,No,5,9,1,2,0
C0627,57,Female,South,Premium,86.55,30,2,"""""",Yearly,Card,No,6,unknown,4,4,0
C0628,39,Female,Central,Standard,39.45,1,unknown,46.2,1,Card,No,4,7,0,2,1
C0629,36,Female,South,Basic,"""9.47""",1,6,39.3,Monthly,Card,Yes,4,4,2,2,0
C0630,54,Female,South,Premium,71.61,16,0,55.7,Quarterly,Bank Transfer,Yes,8,4,2,3,0
C0631,38,Male,South,Basic,11.41,14,9,42.6,Monthly,UPI,Yes,1,35,1,3,1
C0632,37,Female,East,Basic,27.65,2,4,36,Monthly,UPI,Yes,6,12,0,3,0
C0633,45,Female,North,Basic,25.73,2,9,32.1,Quarterly,UPI,Yes,6,16,0,1,1
C0634,18,Male,North,Basic,11.85,13,5,NaN,Monthly,UPI,No,4,33,3,3,1
C0635,28,Female,North,Standard,37.09,1,2,24.6,Monthly,Bank Transfer,Yes,NaN,18,,2,1
C0636,33,Male,Central,Basic,19.07,10,5,20.8,Monthly,Card,No,5,7,1,2,0
C0637,35,,South,Premium,81.8,3,,63.6,Quarterly,Card,unknown,7,17,3,2,0
C0638,28,Male,Central,Basic,20.36,20,3,,Quarterly,Bank Transfer,Yes,7,0,0,unknown,0
C0639,56,Male,Central,Basic,34.58,9,5,35.2,Yearly,UPI,No,4,14,0,2,0
C0640,21,Male,East,Premium,84.97,9,4,54.3,Monthly,Card,Yes,3,3,1,3,0
C0641,59,Female,East,Premium,68.25,43,3,39.6,Yearly,Card,No,4,7,1,1,1
C0642,45,Female,East,Premium,80.02,51,0,57.3,Quarterly,Bank Transfer,Yes,4,7,2,3,1
C0643,45,Male,South,Standard,23.3,7,1,40.4,Monthly,Card,Yes,4,0,2,2,0
C0644,47,Male,North,Standard,28.69,12,4,38.3,Yearly,Card,Yes,7,5,0,1,0
C0645,45,Male,West,Basic,30.33,18,6,52.7,Monthly,Card,Yes,2,0,0,2,0
C0646,53,Male,East,Basic,22.72,34,6,29.4,Monthly,Card,Yes,NaN,10,2,2,0
C0647,44,Male,West,Premium,64.37,3,0,71.2,1,Card,No,2,12,1,3,1
C0648,58,Male,Central,Basic,10.52,7,4,23.3,Yearly,UPI,No,4,20,0,1,0
C0649,20,Female,South,Standard,25.93,72,0,28.9,Monthly,Card,0,7,0,0,1,0
C0650,41,Female,East,Basic,27.85,27,3,unknown,Quarterly,Card,Yes,4,0,0,2,0
C0651,50,Female,West,Premium,69.05,5,5,24.2,Yearly,Card,No,4,2,0,2,0
C0652,45,Female,South,Standard,47.54,19,2,18.1,Yearly,Card,Yes,6,16,3,2,0
C0653,48,Female,North,Basic,19.81,37,9,28.1,Monthly,Card,Yes,2,11,3,1,0
C0654,18,Male,N/A,Premium,57.84,44,0,"""40.8""",Monthly,UPI,No,6,0,0,2,0
C0655,37,Female,West,Basic,18.82,11,2,40.7,Yearly,Card,Yes,5,16,2,1,0
C0656,28,Male,South,Premium,78.14,1,6,44.8,Quarterly,Bank Transfer,Yes,5,10,1,3,1
C0657,29,Male,East,Premium,75.48,26,4,45.6,Monthly,Card,No,4,6,5,2,0
C0658,37,Female,North,1,,6,7,36.5,Monthly,Card,Yes,5,9,1,2,0
C0659,32,Male,East,Standard,42.14,3,1,45.3,Yearly,UPI,,5,6,0,1,0
C0660,34,Female,West,Basic,11.3,22,3,40.3,Quarterly,UPI,No,7,1,1,3,0
C0661,38,Female,West,Premium,80.19,24,1,60.9,Yearly,Cash,No,7,0,,4,0
C0662,41,Male,West,Standard,49.49,5,0,53,Yearly,UPI,No,9,0,0,2,0
C0663,28,Male,East,Standard,40.2,11,2,53.1,Monthly,Cash,No,4,15,3,4,0
C0664,unknown,Female,North,Basic,9.82,13,8,27.7,Monthly,UPI,Yes,2,27,0,2,0
C0665,34,Male,North,Basic,30.83,10,4,38.1,1,Bank Transfer,No,3,6,0,2,0
C0666,38,Female,East,Standard,38.71,15,0,31,Monthly,Card,Yes,3,0,1,4,0
C0667,33,Female,North,1,22.86,1,6,38.6,Monthly,Bank Transfer,Yes,3,23,1,1,1
C0668,50,Female,South,3,84.82,38,2,50.2,Monthly,UPI,No,8,1,0,2,0
C0669,27,Female,East,Premium,70.81,10,2,44.2,Monthly,Card,No,4,4,0,3,0
C0670,35,Female,Central,1,24.44,1,3,41.5,Monthly,Bank Transfer,Yes,6,33,0,2,0
C0671,22,Male,North,Basic,13.56,4,6,30.9,Monthly,Card,No,1,20,0,2,1
C0672,36,Male,South,Basic,24.91,22,1,28.8,Monthly,Card,Yes,4,5,2,NaN,0
C0673,23,Female,North,Premium,76.09,10,NaN,55.9,Monthly,Bank Transfer,Yes,6,,4,5,0
C0674,"""""",Male,Central,Standard,35.05,1,7,64.7,Quarterly,UPI,Yes,1,37,0,2,1
C0675,29,Female,East,Standard,28.77,6,0,48,Yearly,UPI,No,9,9,2,2,0
C0676,39,Non-binary,East,Standard,44.42,5,4,47.8,Monthly,Bank Transfer,No,7,15,2,2,1
C0677,40,Female,West,Standard,48.12,7,0,34.1,Monthly,Bank Transfer,No,unknown,5,0,1,0
C0678,52,Female,West,Basic,,27,3,36.4,Yearly,UPI,No,5,6,2,1,0
C0679,39,Male,North,Basic,13.75,41,7,44.5,Monthly,Bank Transfer,Yes,2,12,0,1,0
C0680,27,Female,Central,Basic,19.1,17,5,__47.2__,Quarterly,Card,Yes,2,17,0,1,1
C0681,49,,East,Premium,68.15,27,0,63.5,Quarterly,UPI,__value__,7,7,7,3,0
C0682,32,Female,East,Basic,22.04,9,5,65.6,Quarterly,Card,Yes,3,14,0,1,0
C0683,57,Female,West,Premium,72.31,19,0,54.8,Yearly,UPI,No,8,0,3,3,0
C0684,41,__value__,North,Basic,14.92,19,unknown,42.4,Monthly,Cash,Yes,unknown,12,2,1,1
C0685,30,Female,East,Standard,25.18,51,0,54,Quarterly,Card,0,3,0,2,3,0
C0686,41,Male,North,Basic,27,15,6,48.8,Yearly,Card,No,8,,2,3,0
C0687,35,Male,North,Basic,16.85,9,8,48.6,Monthly,UPI,,unknown,15,1,2,1
C0688,35,Male,East,Standard,37.18,33,2,48.8,3,Card,Yes,8,5,0,3,0
C0689,45,Male,Central,Basic,8.5,14,5,57.4,Monthly,UPI,No,5,24,0,2,0
C0690,52,Male,West,Basic,25.44,46,2,39.8,Monthly,Bank Transfer,Yes,3,0,2,2,0
C0691,22,Male,West,Basic,31.33,19,8,54.3,Monthly,Bank Transfer,Yes,6,16,0,2,0
C0692,,Male,East,Standard,50.96,12,1,43.6,Yearly,Card,No,8,1,0,2,0
C0693,31,Male,East,Premium,72.36,61,3,50.7,Yearly,UPI,Yes,4,20,3,3,0
C0694,40,Male,North,Standard,33.6,5,3,49.6,Monthly,UPI,Yes,5,4,0,1,1
C0695,39,Female,West,2,45.09,44,0,"""23.9""",Quarterly,UPI,Yes,9,5,3,4,0
C0696,44,Male,West,Standard,30.27,8,0,16.5,Monthly,UPI,Yes,7,11,0,2,0
C0697,33,Male,West,Basic,19.92,5,3,45.2,Quarterly,Bank Transfer,1,2,23,5,3,0
C0698,45,Female,West,Premium,85.37,8,1,37.8,__value__,UPI,Yes,7,12,1,"""""",0
C0699,31,Male,West,Basic,10.65,19,2,29.5,Monthly,Card,Yes,4,16,0,3,0
C0700,26,Female,South,Basic,16.44,54,4,32.8,Monthly,Bank Transfer,No,3,8,4,3,0
C0701,51,Male,West,Basic,21.35,7,6,28,Monthly,Card,Yes,2,28,0,1,1
C0702,36,Male,North,Basic,11.97,3,0,43,Monthly,Bank Transfer,No,10,0,4,2,0
C0703,46,Male,Central,Premium,76.8,19,3,46,Yearly,,No,6,0,6,,0
C0704,23,Female,West,Premium,61.42,29,0,38.6,Quarterly,Bank Transfer,0,6,0,0,2,0
C0705,34,Male,Central,Standard,54.08,17,4,32.1,Monthly,Card,Yes,NaN,12,0,3,0
C0706,33,Male,unknown,N/A,23.15,18,4,26.1,Monthly,Bank Transfer,No,2,8,0,2,1
C0707,39,Female,West,Basic,13.88,22,__4__,33.5,Monthly,UPI,No,3,1,0,2,0
C0708,30,Male,West,Basic,22.87,18,6,49.4,Monthly,Cash,Yes,6,9,0,2,0
C0709,"""""",Female,North,Basic,26.05,5,6,__46.3__,,UPI,No,7,11,0,2,0
C0710,33,Female,East,Standard,55.5,14,2,52.6,__value__,Card,0,8,19,1,2,0
C0711,38,Female,North,Basic,8.5,20,7,38.4,Quarterly,Bank Transfer,Yes,1,0,0,1,0
C0712,33,Female,West,Standard,47.41,55,5,unknown,Yearly,Card,Yes,6,21,0,2,0
C0713,19,Male,South,Basic,20.2,41,5,"""""",Monthly,Bank Transfer,No,5,0,0,2,0
C0714,24,Male,West,Standard,57.69,2,2,24.8,Monthly,Bank Transfer,Yes,3,20,4,2,0
C0715,33,Non-binary,North,Standard,31.32,32,5,48.1,Yearly,UPI,Yes,2,22,0,1,0
C0716,53,Female,Central,2,51.4,3,3,51.2,Monthly,UPI,No,5,14,0,2,0
C0717,28,Male,East,Standard,42.32,,0,44.6,Monthly,Card,1,6,3,2,1,0
C0718,30,Female,East,Standard,53.89,11,1,59.2,Quarterly,Card,Yes,4,14,2,2,0
C0719,29,Female,Central,Standard,38.87,"""""",3,50.1,Monthly,UPI,Yes,2,22,0,2,0
C0720,47,Male,North,Basic,33.22,7,5,49.5,Yearly,UPI,No,4,21,4,2,0
C0721,47,Female,South,Standard,30.47,9,5,43.9,Yearly,Bank Transfer,Yes,8,5,1,2,0
C0722,24,Male,South,Standard,45.2,19,2,58.3,Monthly,Card,No,5,4,2,4,1
C0723,47,Male,unknown,Basic,12.44,26,4,41.7,Yearly,Card,No,7,10,"""""",2,0
C0724,24,Male,North,Standard,36.25,36,5,55.5,Yearly,Card,No,3,2,3,2,0
C0725,30,Female,Central,Basic,"""18.23""",19,4,"""54.5""",Monthly,UPI,Yes,4,6,1,1,1
C0726,47,Female,South,Basic,12.07,11,3,64.8,Monthly,N/A,1,6,22,1,1,0
C0727,31,Male,East,Premium,83.9,5,1,45.2,Monthly,Card,Yes,7,16,1,4,0
C0728,27,Female,South,Premium,"""70.32""",12,,45.9,Monthly,Card,Yes,5,0,0,3,0
C0729,37,Non-binary,East,Standard,33.88,3,0,44.4,Yearly,Card,No,7,20,2,2,0
C0730,20,Female,__value__,Standard,37.32,35,3,46.4,Monthly,Bank Transfer,No,1,12,3,3,0
C0731,47,Male,Central,Standard,36.99,2,4,44.5,Monthly,Bank Transfer,Yes,1,18,5,4,0
C0732,47,Female,Central,Basic,8.5,2,5,55.1,Yearly,Card,Yes,5,15,1,2,0
C0733,34,Female,West,Standard,35.26,5,,48.9,1,Card,No,__6__,18,1,2,0
C0734,19,Female,Central,Basic,24.39,72,3,NaN,Yearly,Cash,No,__5__,7,0,3,0
C0735,41,Female,North,Standard,43.61,29,2,37.6,Yearly,Bank Transfer,0,6,0,0,2,0
C0736,50,Female,North,Basic,9.06,16,1,47.2,Quarterly,Cash,No,5,9,0,1,1
C0737,34,Female,Central,Standard,46.1,8,0,46.3,Yearly,Bank Transfer,Yes,10,0,3,4,0
C0738,38,Female,North,Standard,43.68,14,3,38.5,Monthly,Card,Yes,4,18,0,4,0
C0739,33,Female,unknown,Basic,21.43,54,9,43.3,Yearly,Card,Yes,2,15,1,1,0
C0740,49,Female,Central,Basic,16.17,26,6,49.2,Quarterly,UPI,Yes,5,35,1,1,0
C0741,46,Male,West,Standard,47.72,36,0,63,Yearly,Bank Transfer,No,5,33,3,3,0
C0742,18,Male,East,Basic,,34,5,42.1,Monthly,unknown,Yes,,10,1,3,0
C0743,21,Male,South,Premium,64.97,61,2,33.5,Monthly,UPI,Yes,7,5,1,4,0
C0744,36,Female,East,Basic,25.01,12,5,34.6,Monthly,,No,4,7,2,3,1
C0745,33,Non-binary,West,Premium,76.43,35,1,unknown,Quarterly,Bank Transfer,Yes,2,7,3,4,0
C0746,23,Female,Central,Basic,9.69,5,8,59.1,Monthly,Card,Yes,1,31,1,2,1
C0747,31,Non-binary,Central,Standard,35.99,16,4,28.6,Monthly,Bank Transfer,No,1,2,4,3,1
C0748,43,Male,South,Standard,43.58,33,2,52.5,Monthly,Bank Transfer,No,7,18,2,2,0
C0749,28,Male,East,Standard,43.81,14,0,73.7,Monthly,Card,No,7,0,3,3,0
C0750,35,Male,North,Premium,88.92,,__2__,65.5,Monthly,Bank Transfer,Yes,6,2,0,4,1
C0751,45,Male,Central,1,10.96,33,5,42.7,Quarterly,Card,No,6,21,0,2,0
C0752,40,Female,East,Basic,37.25,21,2,25.2,Monthly,Cash,No,unknown,2,0,unknown,1
C0753,47,Male,Central,Premium,73.44,41,1,54.9,Yearly,Card,Yes,5,0,4,3,0
C0754,NaN,Male,South,Standard,44.99,30,,38.8,Yearly,Bank Transfer,Yes,7,,4,4,0
C0755,41,Female,South,Basic,15.43,__3__,4,50.7,2,Bank Transfer,Yes,5,0,1,3,0
C0756,22,Male,East,Premium,72.19,54,6,57.8,Monthly,Bank Transfer,Yes,5,unknown,3,3,0
C0757,32,Female,Central,Premium,74.51,5,3,42.9,Quarterly,Bank Transfer,Yes,unknown,17,3,2,0
C0758,30,Female,East,Premium,69.49,NaN,5,64.6,Monthly,Bank Transfer,No,3,11,2,2,1
C0759,42,Female,West,Basic,11.38,3,6,unknown,Monthly,Card,No,4,27,0,1,0
C0760,__36__,Female,West,Premium,72.76,16,0,50.3,Yearly,Bank Transfer,No,7,0,1,3,0
C0761,57,Female,West,Premium,85.48,6,3,44.1,Yearly,Card,1,8,10,4,3,0
C0762,41,Female,East,Standard,55.29,26,2,NaN,Monthly,Card,Yes,2,3,2,2,0
C0763,41,Male,Central,Standard,40.21,4,0,47.8,Quarterly,Card,No,9,0,3,2,0
C0764,18,Female,unknown,Basic,unknown,15,6,54.2,Monthly,Card,No,6,5,1,2,0
C0765,33,Male,East,Standard,45.4,64,1,48.8,Yearly,Card,Yes,7,0,1,3,0
C0766,45,Female,South,Basic,11.91,6,8,42,Yearly,Card,Yes,2,16,2,1,0
C0767,60,Female,East,Premium,60.66,6,0,71.2,Yearly,Card,Yes,8,1,6,2,0
C0768,31,Non-binary,Central,Standard,41,14,5,53.3,Monthly,Card,No,7,7,1,3,0
C0769,25,Female,North,Premium,77.12,4,0,48.8,Monthly,Card,No,8,13,5,4,0
C0770,53,Female,West,Standard,37.81,27,3,49.5,Quarterly,Card,No,4,12,1,1,0
C0771,40,Female,North,__value__,52.71,1,2,38.9,N/A,Card,Yes,__5__,11,3,6,0
C0772,57,Male,West,Standard,41.01,8,3,47.5,Quarterly,UPI,No,3,17,1,2,1
C0773,42,unknown,North,Basic,25.62,unknown,6,72.2,,Card,No,3,15,0,1,1
C0774,32,Non-binary,Central,Basic,21.48,8,3,59.8,Quarterly,,Yes,6,19,0,2,0
C0775,50,Male,East,Standard,48.94,40,1,20,Monthly,Card,No,6,0,0,1,0
C0776,40,Male,East,Standard,35.53,17,2,45.9,Monthly,Card,No,4,15,0,1,0
C0777,52,Male,South,Basic,13.9,5,5,34.3,__value__,Card,No,7,3,3,2,0
C0778,47,Female,East,Premium,80.64,15,1,41,Yearly,Bank Transfer,Yes,9,13,2,4,0
C0779,27,Female,East,N/A,48.48,17,0,74.2,Yearly,UPI,No,NaN,__0__,2,2,0
C0780,48,Female,North,Standard,36.13,1,NaN,48.5,Yearly,Card,No,9,0,0,2,0
C0781,29,Male,South,Premium,,23,3,56.5,Monthly,Bank Transfer,Yes,6,2,0,1,1
C0782,38,Female,South,Premium,unknown,32,0,69.1,Monthly,Card,1,5,0,0,3,0
C0783,31,Female,East,Standard,NaN,1,3,31.7,Yearly,Card,No,6,11,0,2,0
C0784,48,Male,North,Basic,26.86,42,3,41.8,Monthly,Cash,Yes,3,0,0,2,0
C0785,32,Male,South,Premium,73.37,15,,53.8,Yearly,Bank Transfer,Yes,7,20,3,,0
C0786,37,Male,South,Standard,53.04,27,0,30.9,Yearly,UPI,No,8,0,3,4,0
C0787,42,Female,North,Basic,25.95,3,5,44.6,Monthly,Card,No,1,23,2,2,1
C0788,31,Non-binary,North,Basic,16.44,2,4,40.8,Quarterly,UPI,Yes,8,14,1,2,1
C0789,47,Female,South,2,44.84,1,1,41.1,3,Bank Transfer,Yes,5,16,0,3,0
C0790,28,Non-binary,West,Standard,,42,0,48.4,Monthly,Card,No,8,,1,3,0
C0791,28,Male,West,Standard,44.81,15,2,52.5,Yearly,Card,No,5,10,0,1,0
C0792,30,Male,Central,unknown,23.37,5,5,47.5,3,Bank Transfer,No,7,4,1,1,0
C0793,38,Male,West,Basic,22.3,33,5,25.6,Monthly,Card,Yes,5,15,0,2,0
C0794,33,Female,East,Premium,67.58,21,2,37.9,Quarterly,UPI,Yes,5,11,1,1,0
C0795,22,Female,North,,33.32,28,2,42.2,Yearly,Card,No,5,22,1,2,0
C0796,42,Female,unknown,Premium,68.6,11,1,59.5,Monthly,UPI,Yes,7,0,4,5,0
C0797,22,Female,East,Standard,37.75,43,5,38.3,Monthly,Bank Transfer,No,5,12,0,2,1
C0798,29,Female,Central,Standard,28.34,11,4,42.6,Quarterly,Card,Yes,6,14,2,3,0
C0799,41,Female,South,Premium,73.06,7,0,28,Monthly,Bank Transfer,,10,2,__2__,,0
C0800,40,Female,North,Standard,48.06,43,3,43.9,Monthly,Bank Transfer,Yes,"""""",4,2,1,0
C0801,31,Non-binary,Central,Basic,16.66,16,NaN,47.9,Monthly,,No,4,18,0,3,0
C0802,__21__,Male,East,Standard,47.73,15,0,unknown,3,UPI,Yes,7,0,0,2,0
C0803,38,Male,East,Basic,14.43,16,5,45.4,Monthly,UPI,No,2,30,3,3,0
C0804,52,Male,North,Standard,39.82,2,5,59.6,Yearly,Card,No,7,17,0,1,0
C0805,25,Male,South,Standard,49.31,13,1,29.8,Quarterly,Bank Transfer,No,4,9,5,4,0
C0806,47,Male,North,Standard,34.74,2,2,50.4,Yearly,Card,,4,2,0,2,0
C0807,45,Female,East,Basic,"""8.5""",4,7,45.1,Yearly,Card,No,1,25,2,2,0
C0808,32,,East,Standard,35.77,17,4,37.4,Quarterly,Card,Yes,5,1,unknown,3,0
C0809,36,Male,East,Standard,__36.25__,39,0,59.5,Yearly,Card,No,6,0,0,1,0
C0810,50,Male,South,Basic,8.5,1,5,25.1,Monthly,Bank Transfer,Yes,5,18,1,3,1
C0811,29,Female,Central,Basic,22.26,4,3,33.2,Monthly,UPI,Yes,4,3,__4__,4,0
C0812,32,Female,West,Premium,72.23,10,3,"""54.0""",Monthly,Bank Transfer,No,4,11,2,4,0
C0813,44,Male,West,Basic,8.5,11,3,45,Monthly,Card,No,3,28,3,2,0
C0814,28,Male,South,Premium,71.65,28,0,43.4,Quarterly,Bank Transfer,0,6,11,3,3,0
C0815,32,Male,Central,Standard,45.02,17,6,NaN,,Bank Transfer,No,4,6,3,4,1
C0816,37,Male,,Standard,53.33,3,1,51.3,Yearly,Bank Transfer,__value__,8,0,4,2,0
C0817,35,Male,Central,Basic,8.5,29,1,51.2,,Card,Yes,8,2,2,2,0
C0818,42,Female,Central,Basic,15.57,11,3,65,Monthly,unknown,No,4,21,0,2,1
C0819,31,Male,West,Standard,50.08,18,0,33.2,Monthly,UPI,Yes,6,13,0,1,1
C0820,35,Male,North,Basic,13.84,2,6,55.4,Monthly,Card,Yes,5,19,2,3,1
C0821,20,Female,Central,Premium,82.09,31,1,55.5,Yearly,Card,Yes,5,0,5,4,0
C0822,44,Male,South,Premium,76.48,3,1,63.6,Quarterly,Card,Yes,6,8,1,2,1
C0823,37,Male,West,Basic,20.06,22,3,36.1,Yearly,Card,Yes,2,4,0,1,0
C0824,30,Male,Central,Basic,17.68,4,6,33.9,Quarterly,Bank Transfer,Yes,6,11,1,1,1
C0825,33,Female,South,Basic,20.47,16,5,19.9,Quarterly,UPI,No,4,14,0,1,0
C0826,36,Male,South,Premium,84.57,36,3,78.9,Monthly,Card,No,4,1,0,3,1
C0827,58,Male,Central,Basic,16.69,1,5,NaN,N/A,Card,Yes,1,21,1,2,1
C0828,19,Female,East,Basic,"""8.5""",10,8,42.6,Yearly,Card,Yes,7,7,1,1,0
C0829,36,Male,West,Basic,8.5,3,,29,,UPI,1,8,11,4,,0
C0830,28,Male,West,Premium,79.67,10,4,50.6,1,Card,No,4,18,0,3,1
C0831,33,Male,West,Premium,91.07,72,4,56.9,Yearly,Bank Transfer,No,6,0,1,2,0
C0832,23,Female,East,Standard,52.98,9,1,39.8,Quarterly,Card,1,4,12,0,2,0
C0833,37,unknown,East,Premium,65.66,2,2,"""59.5""",Yearly,Bank Transfer,Yes,4,6,3,3,0
C0834,43,Male,South,Premium,74.51,16,5,50,N/A,Card,No,9,0,1,3,0
C0835,36,Female,South,Standard,52.11,28,0,"""42.7""",3,Card,No,4,0,1,3,0
C0836,37,Female,West,Basic,14.2,22,5,__23.3__,Yearly,Cash,No,1,13,0,1,0
C0837,34,Female,South,Basic,,1,6,45.4,Yearly,Card,Yes,6,11,0,3,0
C0838,33,Male,West,Standard,__49.53__,46,0,30.9,Quarterly,Cash,Yes,6,2,0,2,0
C0839,38,Female,East,Premium,66.68,,4,52.6,Yearly,unknown,Yes,5,__12__,2,5,0
C0840,45,Male,Central,Premium,79.36,1,0,71.7,Yearly,Card,Yes,8,3,4,2,0
C0841,24,Male,Central,Basic,21.23,47,4,38.1,Quarterly,UPI,Yes,6,0,NaN,3,0
C0842,41,Female,South,Standard,44.95,6,0,53.8,Quarterly,Card,Yes,6,10,2,1,0
C0843,32,Female,,Basic,8.5,3,4,14.4,Quarterly,Bank Transfer,Yes,,10,0,2,0
C0844,46,Male,Central,Standard,47.61,2,5,52.5,Quarterly,Bank Transfer,Yes,4,35,1,2,1
C0845,39,Female,Central,1,22.88,6,8,47.9,Monthly,Card,Yes,3,24,2,3,1
C0846,55,Male,East,Standard,47.19,1,3,37.2,Yearly,UPI,No,7,18,0,2,0
C0847,27,Female,South,Standard,34.57,36,4,55.7,Monthly,Cash,Yes,6,15,0,2,0
C0848,,Female,North,Premium,NaN,28,5,55.6,3,Card,No,7,0,3,4,0
C0849,49,Female,South,Basic,10.58,14,4,41.1,Quarterly,Card,Yes,4,0,1,2,0
C0850,33,Non-binary,East,Basic,NaN,NaN,4,49.4,Yearly,Bank Transfer,Yes,7,0,0,1,0
C0851,29,Male,North,Standard,33.14,67,0,38.9,Monthly,Bank Transfer,No,8,0,2,4,0
C0852,37,Non-binary,South,Premium,80.2,14,0,,Monthly,Bank Transfer,No,7,__0__,2,2,0
C0853,28,Male,West,Standard,49.65,4,1,19.6,Quarterly,Card,No,6,1,0,1,0
C0854,28,Female,Central,Basic,18.62,6,6,43,Monthly,Bank Transfer,Yes,,,0,3,0
C0855,18,Female,West,Basic,13.36,1,0,55.7,Quarterly,Bank Transfer,Yes,7,8,0,,0
C0856,42,Female,East,Basic,12.72,2,5,29.2,,Bank Transfer,Yes,NaN,27,1,1,0
C0857,39,Female,Central,Basic,28.7,5,7,42.3,Yearly,Card,No,2,26,1,2,0
C0858,,Female,North,Basic,8.5,34,5,52.7,Monthly,Card,Yes,5,12,0,3,0
C0859,31,Male,unknown,Standard,45.62,11,4,59.7,Yearly,UPI,Yes,6,3,0,1,0
C0860,35,Female,West,Premium,76.37,17,0,66.3,Quarterly,UPI,1,7,0,1,4,0
C0861,34,Female,West,Premium,80.61,21,0,47.9,,UPI,Yes,5,0,3,3,0
C0862,26,Male,East,Basic,21.94,72,3,42.1,Yearly,Bank Transfer,No,7,0,2,2,0
C0863,57,Male,Central,Basic,27.53,2,7,35.2,Monthly,UPI,1,4,14,0,3,1
C0864,40,Female,South,1,19.43,12,4,44.1,Monthly,Cash,No,7,15,0,3,0
C0865,39,Male,South,Basic,"""""",49,5,42.2,Yearly,,Yes,7,4,1,2,0
C0866,40,Female,East,Standard,45.54,6,2,48.3,Monthly,Card,No,5,4,0,2,0
C0867,41,Male,Central,Standard,30.53,40,0,45.3,Monthly,UPI,Yes,7,0,0,4,0
C0868,40,Male,North,Standard,38.76,9,1,56,Monthly,Card,Yes,5,,2,2,0
C0869,50,Female,South,Standard,54.79,7,2,43.5,Monthly,Bank Transfer,Yes,3,11,2,2,0
C0870,62,Female,North,Basic,24.16,1,3,43.6,Quarterly,Bank Transfer,No,4,19,0,2,0
C0871,26,Male,Central,Basic,18.96,72,7,54,Monthly,Card,Yes,3,5,0,3,0
C0872,30,Male,Central,Standard,37.46,39,2,__29.8__,Monthly,Bank Transfer,Yes,5,0,1,2,0
C0873,28,Female,East,Basic,29.09,26,6,"""""",Monthly,Card,Yes,4,12,0,2,0
C0874,45,Female,South,Basic,12.34,2,6,33.8,Monthly,Card,Yes,7,11,0,2,0
C0875,49,Non-binary,West,,68.45,6,0,45.7,Yearly,Card,No,5,2,3,2,0
C0876,43,Male,North,Standard,28.97,6,3,37.8,Yearly,Cash,Yes,3,2,0,3,0
C0877,41,Female,West,3,70.34,47,1,41.4,Monthly,Card,Yes,5,5,0,1,0
C0878,40,Male,West,Premium,unknown,4,1,"""54.2""",Yearly,,Yes,8,0,5,3,0
C0879,42,Female,South,Basic,12.67,17,1,29.8,Monthly,Card,No,7,10,4,1,0
C0880,34,Male,West,,13.66,3,,39.2,Quarterly,UPI,Yes,2,17,2,2,1
C0881,18,Female,South,Premium,63.14,41,3,41.8,Monthly,Card,0,7,7,3,4,0
C0882,47,Female,West,Standard,53.56,22,6,44.8,2,UPI,No,2,22,0,3,1
C0883,39,Non-binary,East,Standard,36.51,5,0,46.1,Monthly,Card,No,10,26,3,3,0
C0884,32,Male,West,2,__48.1__,3,0,21.3,Quarterly,Bank Transfer,No,7,13,1,2,0
C0885,,Female,East,1,18.81,31,0,48.5,Yearly,UPI,Yes,9,0,1,1,0
C0886,37,Male,South,Premium,58.9,10,0,56.7,1,UPI,Yes,3,0,4,3,0
C0887,39,Female,Central,,8.5,__1__,1,44,Monthly,Card,Yes,4,unknown,0,2,0
C0888,52,Female,West,Standard,41.56,24,7,47.2,Quarterly,Card,No,1,18,3,3,0
C0889,56,Male,West,unknown,80.79,17,2,63,Quarterly,Bank Transfer,Yes,5,4,2,5,0
C0890,35,Male,West,Basic,27.8,1,5,42,Yearly,Bank Transfer,No,5,13,2,1,0
C0891,41,Female,West,Premium,61.69,5,1,46.1,Monthly,Card,No,4,4,0,3,0
C0892,50,Female,North,Basic,,49,5,34.1,Monthly,Card,Yes,1,14,0,3,0
C0893,53,Female,North,Premium,74.84,38,2,"""52.8""",Monthly,UPI,No,,0,4,4,0
C0894,38,,North,Standard,28.16,__18__,2,31.4,Monthly,Card,No,4,4,4,3,0
C0895,,Male,South,Basic,14.72,14,4,34.3,Yearly,UPI,Yes,4,18,1,2,0
C0896,39,Male,West,Standard,36.88,unknown,8,54.1,Monthly,Bank Transfer,No,1,18,0,,1
C0897,48,Male,,Basic,20.29,20,3,48.4,Quarterly,Card,Yes,4,9,2,3,0
C0898,26,Female,Central,Standard,37.01,8,1,39.8,Yearly,,Yes,8,0,2,2,0
